,text,label
2983,याे गाउपालिका अदक्ष मानव हाेइन दानव हाे,0
2986,साला धोती आफ्नो रङ्ग देखाउछ होसियार रहौ,0
2987,हेमे भन्ने मान्छे खुबै भुकिरहेको छ लौन  ठेगान लाउन पर्‍यो रबि जि । नत्र तपाईं गलत हुनुहुन्छ । कि म व्यापारी हो भन्नुस नत्र हेम थापा नेपालमै भएको बेला टेबलटक गरेर नङ्ग्याउनु पर्यो । एदि हेम थापा नेपालमै भएको बेला तपाईले केही गर्नु भएन भने उ अमेरिका पुगेर झन सत्तो सराप गर्नेछ ।,0
2989,यस्ता बाबा लाई त सिधै छुरी हान्दिदा हुन्छ !!,0
2990,"सर्वप्रथम न्यानाे अभिबादन रबि दाइ अनि सम्पुर्ण टिम मेम्बर हरुमा।विशेष गरि हजुर हरुकाे जिल्ला स्तरीय समचार दाता हरुलाई मालपोत ,नापी यातायातको कार्यलय हरुमा खटाइदिएमा सर्वसाधारणले केही सुबिधा पाउने थिएकि।नामकाे मात्रै सरकार भएका कारण अनि सेवाग्राहीलाई पनि १/२घण्टा मा हुनेकाम २/३दिन लगाईदिने भएर २/३दिन रुम भाडामा लिएर बस्नुकाे सट्टामा घुस दिन बाध्य भएका कारण घुसखाेरी मैालाएकाे हाे।यस्तो लाग्छ निजामती कर्मचारीका मझौला लेबल शतप्रतिशत घुस्याहा छन।",0
2991,सम्पदा चोरी को बिसय किन आएन होला ......,0
2992,लूटनु लुटे दलाल हेरुले नियमन गर्ने कुनै निकाय छैन कङगाल बनाय यो देस लाइ,0
2993,यस्ता बाबा लाई के भनु  मता पाग्ल भन्छु,0
2994,खतम भए सर नेता हरु,0
2995,कान्छा राजा धिरेन्द्र शाहका छोरी नेपाली पासपोर्ट  पनि साथमा छ तर नेपाली नागरिकत्ता लिन अमेरिकाबाट नेपाल आउनु भो उहाले नागरिकता लिन कति सरकारी कार्यलय धाउनु तर वडा सदस्यले सिफारिस नगर्दा नागरिकत्ता पाउनबाट  नेपाली नागरिकता पाउनबाट बन्चित हुनु भयो।नेपालमा सजिलै नागरिकत्ता पाउन कि मारबाडी कि बिहारी या उत्तरप्रदेश भारतको हुनु भयो भने नेपाली नागरिकत्ता पाईन्छ ।,0
2997,"Fake vaccine certificate लिनु चाहि लिने मानछे हरूकै  fault ho, (हामि Nepal हरूको फिदरतनै जाल झेल छि छि ) नागरिक भएर सानो जिंमेवारि पनि निभाउन नसकने?? अनिकसले Crruption मा सहयोग गरछ हौ",0
2998,एउटा हेम थापा भन्ने ले अनेक भन्दै थियो । अमेरिका लान्छु भनेर पैसा खाएको मान्छे आज भोली खुब समाजसेवी बन्दो रहेछ । कूरा काट्ने अंकल काे मा बोल्दै थियो दलाली। कत गयो jwala संग्रौला त्यसको ans दिनु पर्छ है । धेरै नै बढी बोल्दै छ दलाली,0
3001,रबि दाइ उता प्रकाश सुवेदी को हिजो को कार्यक्रम  ग्ल्यामर गफ मा त्यो झ्यास डलरे हेम थापा लाई मुख को लात्ताले भ्वाक हानेर नाक नै भाचिदिनुस त । त्यो मुला हेमे ठ्यास्ने लाई जिन्दगी भरी पुग्ने गरि दिनुस त ता कि तपाईं को बारेमा भ्रम नफैलावोस त्यो डाकु थापा ले,0
3002,मेरो मुटु रबि दाइ,1
3003,प्रचण्ड हरु बिगृय कै हो,0
3004,#सिधाकुरामा #नागरिकता #बिषय #देखेर #केही #लेख्न #मन #लाग्यो कसैको मन पोल्छ।,0
3005,भने एक दादु पानीमा दुबेर मर्नु ।,0
3006,यो समाज समाजमा जन्म लियर कर्म गर्न नजान्ने कुपात्रहरु जन्मेका छन । अझै ती कुपात्र हरुलाई चपाइदियको भात खुवायर अझै कुलाङ्गार बनाउने पनि धेरै छन् । अझै जिउदै छन । आफुले जन्म दियको छोराछोरीको #नागरिकता दिलाउन नसक्ने नागरिकता निकाल्न के के आईपर्ला भनेर नसोच्ने जस्को परिणाम अबोध नानिले भोग्न बाध्य भयो । त्यसमा म पनि दुखी छु । अर्काको छोरा लाई आफ्नो छोरा बनायर नागरिकता दिन खोज्ने मान्छे अरुको समाजमा हैन मैले मेरै घर भित्र देखेको छु । यदि मैले चाहेको भय सबैलाई चिसो अँध्यारो कस्तडिमा छिराईदिन पनि सक्ने थिय तर म तिमिहरु जस्तो पापी थिइनँ र त चोरेर धातेर छलकपत गरेर खादै बाचेका छौ । तसर्थ म सधै भगवानलाई नै सजाय दिउन भनेर पुकार्छु किनकी भगवान कहिलै सुतेका हुदैनन् । यी नानिले पायको दुख देख्दा मेरो पनि मन थाम्न नसकेर मनमा गुम्सियको कुरा लेख्न बाध्य भय । यो भन्दा लेखिन 📝🖋️🖊️🖊️🖊️🖊️🖊️🖊️🖊️🖊️🖊️🖊️🖊️📝,0
3007,अब काठमाडौ बाट गुण्डा लगेर बाउ भनाउदालाई हातखुट्टा  भाच्नु पर्छ भन्ने सल्लाह सुझाब दिन चाहान्छु हस🙏,0
3009,यो समस्या मधेसमा लाखौको छ ।,0
3010,थाहा भयन भनेर सुखपाईन्छ q r कोट कहाबाट आयो तिमिहरु सबै मिलेका छौ चोर हरु,0
3012,दलाल चोर गुखाने नेताहरू थुक्क नेताहरू नो एम सि सि सि,0
3014,हो हामिले नै बिगारेको हो तो माओवादीलाई,0
3015,ढिलो भए नि हेर्ने हो,0
3018,त्यो सप्तरीक्को राउत यानी कि( बुबा) भन्ने ब्यक्ति कस्तो खाल्को हो यदि मेरो छोरी हैन या खुन हैन भने देखि  DNA गर्दा हुन्छ अनि पत्ता लाक्छ एउटा बुबा भएर आफ्नो सन्तान छोरिलाइ हरेक पाइला पाइलामा दुख र कष्ट पिडा दिई राख्नु भएको रहे छ जे जस्तो हुन्छ  कानुन र प्रक्रिया बध्ध गर्नु पर्द छ ।,0
3022,दमदार,1
3023,नमस्कार  रबि दाइ,1
3025,झापाली हो नि गर्छ झापालिले जे पनि गर्छ,1
3026,सहि हो,1
3027,अभियन्ता राउत नेपालको जन्मसिद्ध नागरिक हुन उन्को बुवा आमा कोहि नभए पनि उन्ले नागरिक्ता पाउनुपर्छ तर उन्को त बुवा आमा दुबै हुनुहुन्छ र नेपालको नया कानुन अनुसार आमाको नागरिक्ताबाट पनि छोरा छोरिले नागरिक्ता पाउनेछन भन्नेछ भन्छ के हो यो देशको कानुन। अरु विकसित देशहरुमा जन्मेको हो भने उनी कसैले मेरो छोरा छोरी हो भन्न पर्दैन उ जन्मसिद्ध नागरिक हुन्छ। तथापि बुवा आमाको नाम खुलाउने ठाउभने हुन्छ। यस्तो देशको नागरिक हुनुमा कहिले काहीँ धेरै दुख लाग्छ। अन्य प्रकारको दुख भोग्ने सामान्य नागरिकहरु अनगिन्ती छन । पढेलेखेका तर पावरमा कोहि नभएकाहरुको यो हालछ भने गरिब अन्पढ जनताको के हालहोला ।,0
3028,यो जनार्दन गौतम घुस खोजेको हो।,0
3031,आमा को नाम बाट नागरिता हूदैन र,0
3032,झ्याउ लाग्दो,0
3036,दलाल भगाउ देश बचाउ,0
3037,बुबा को नाम मा कलंक रैछ मूला,0
3038,कस्तो नलाईक बाउ हो,0
3041,रबि सर उता हेम थापा त खुबै फुरिफुरी गरिराछ त कठालो समतेर एक चोटि टेबल टक गरेर तेस्को भित्र को भुत कि जनता को भुत झार्नु पर्यो सर ।।,0
3044,बिडम्बना एउटा नेपाली नागरिक हुने अधिकार नखोसी दिन हुन अनुरोध  तत्काल नागरिकता उपलब्ध गराइयो,1
3045,बेपत्ता भएको १८ वर्षपछि भेटिएका बाबु भन्छन्— “मेरी छोरी होइन !” | SidhaKura | EP 37,0
3046,अत्यन्तै राम्रो प्रस्तुति रबि सर।🙏🙏🙏🇳🇵🇳🇵🇳🇵🌺,1
3047,जस जस ले बिरोध गरे पनि मलाई चाहिँ रबि सर एकदमै मन पर्छ 🙏,1
3048,विशेषगरी बिदेशी भुमी मा अल्पत्र परिएका नेपाली हरु मा तदारुकता का साथ उद्दार गर्न र सहयोग गर्न पछी नहटने पुरै सिधाकुरा का टिम लाई  मनै देखि नमन 🤟🤟💯💯,1
3049,कार्यक्रम सिधाकुरा फेसबुक मार्फत लाईभ अाउने भए धेरै राम्रो हुने थियो रबि सर।,1
3050,खरो प्रस्तुति रबि दाई🇳🇵❤️🙏,1
3051,आफ्नो छोरी लाई नागरिकता दिन नसकिने कस्तो नालायक बुबा त्यो छोरी को आसु ले तेरो जिन्दगीमा कहिले पनि खुशी को दिन आउने छैन यो छोरी को आँसु ले,0
3052,कस्तो बाऊ साला आफनो छोरी त्याग्ने अलिकती पनी माया नभाको त्यो छोरी रुए को देखदा धेरै धेरै मन रूयो 😭😭😭😭😭,0
3053,सुरुको दमदार प्रस्तुतिले मन नै आहा🤗🤗🙏सलाम छ आदरणीय रबि दाजु🙏🙏तपाईं को कार्यक्रम नहेरिनिन्द्रा नै लाग्दैन keep it up..keep going😍,1
3054,अत्यन्तै सान्दर्भिक प्रस्तुति,1
3055,सलाम छ रबी सर लगायत सम्पुर्ण टिमलाई,1
3056,सरकार  अविन्ता राउतहरुलाइ नागरिकता दे छिटो  भन्दा छिटो ।🇳🇵🙏,1
3057,अत्यन्तै राम्रो प्रस्तुति रबि सर।🙏🙏🙏🇳🇵🇳🇵🇳🇵🌺,1
3058,यो पापी बाबुलाई मिल्छ भने फासी दिनु पर्छ। नानु को हाल खबर देख्दा र सुन्दा मलाई धेरै भाबुक बनायो। नानीलाई पाउने अधिकार दिन अनुरोध गर्दछु।,0
3059,"देशको एउटा नागरिक , नागरिता नपाई छटपटई राहदा देख्दैन तर भोटको लागी बिहारबाट मान्छे उठाएर धमाधम नागरिता  बाढ्ने मेरो देश चोर राजनीतिको खोलमा अढेको छ कठै मेरो देश 😭😭😭😭😭😭😭😭😭",0
3060,रबि दाइ यो नानिको कुरो सुन्दा आज आँखा भरी आँसु झार्दै तपाईंको कार्यक्रम हेरेको छु 👏अब तपाईं ले सक्दो सहयोग गर्नु हुने छ भन्ने आसामा छु,1
3061,सुरु हुनुभन्दा पाँच मिनेट को प्रतुती नै दमदार लाग्छ मलाइ ।,1
3062,सर्ब साधारण माथी सोसण गर्ने र दादागिरी हरुलाई ठाउँ को ठाउँ न्याय दिलाउने कार्याक्रम सबैले हेरि र आवाज बिहिन हरुको कान सम्म पुर्याउनु होला,1
3064,हाल जापान बाट यस  कार्यक्रम हेरिरहेको छु र जुनै पनि एक दृश्यमा  हुने दमदार प्रस्तुती नै मलाई एकदम मन पर्ने गरेको छ त्यसैले अबका दिनहरुमा पनि यस कार्यक्रम राम्रो हुनेछ साथ समर्थन जहिले  पनि होस् भन्न चाहन्छु🙏❤️❤️,1
3065,राम्रो प्रश्तुती रवि दाई को कायक्रोम अविन्ता को पीडा  ले आँसु आयो ।,0
3066,यति ठूलो लोककान्त्रिक तथा गणतान्त्रिक संबिधानमा आमाकोमात्र नामबाट पनि नागरिकता दिलाउन सकिने व्यवस्थाको ग्यारेन्टी किन हुन नसकेको ? यो सोचनिय विषय होईन र ?,0
3067,यो नानुको कुरा सुनेरा मेरो आखाबाटा आँसु आयो,0
3068,केटा मान्छे हुँ तर पनि आशु रोकिएन यस्ता राक्षस बाबुहरुलाई त हातखुट्टा भाच्ने गरेर हानेर बल्ल ठाउँमा आउँछ mula सबै जनाले यो सेयर गर्नुहोला र उहाँको अधिकार चाँडै नै पाउनु पर्यो 🙏🙏,0
3069,🙏🙏🙏नमस्कार   रबि  सर  हजुर  लाई  धन्यवाद  छ रबि सर  सिधा कुरा  मलाई   सारै  मन पछ 😍😍😍😍😍,1
3070,बाह मेरो देश नेपाल जब नेपालि नागरिकता  भएको आमा बाट जन्मेको बच्चालाइ नागरिकता दिलाउन स्ंघर्श गर्नु पर्ने तर बिदेशिलाइ पैसामा कति छिटो नागरिकता दिलाउलाउछ्।,0
3071,अब त्यो राउत लाई  जसरी भय पनि मिडियामा ल्याउनु पर्छ ।याे नानू लाई जसरि भय पनि न्याय दिलाउनु पर्छ  ।,1
3072,"बैनिको कुरा सुनेर आसु नै आयो भन्या😥 , बैनिले छिटो नागरीकता पाउन",0
3073,रबि सरकाे जुनसुकै कार्यक्रम पनि सारै राम्रो लाग्छ राम्रो गर्दै जानू रबि सर सलाम छ🙏💚❤️🙏,1
3074,"भारतीयहरुलाई सजिलै नागरिकता बेच्ने यो देशका सरकारी पत्रु, भ्रष्ट हरुले आफ्नै देश नेपालमा जन्मिएको अविन्ता  जस्ता चेलीको सबै प्रमाण हुँदा हुंदै पनि नागरिकता नदिनु निकै दुःखद कुरा हो ।",0
3075,आफ्नै देश मा जन्मेर नागरिकता न पाउनु ठूलो बिडमबना हो। 😢 कानुन अनुसार आमाको नाम बाट नि नागरिकता पाउने प्रधान छ । कसरी हुन्छ अमिन्ता लाई नेपाल सरकार ले तिरुन्तै नागरिकता दियोस।,0
3076,मार्मिक सब्दले मन छोयो छोरि।,0
3078,भारतिय नागरिकलाई सजिलै नागरिकता मिल्छ तर आफ्नै देशको नागरिक लाई पाउन गाह्राे छ धिक्कार छ यार,0
3079,"यो छोरी को पीडा सुन्दा मन थाम्नै सकिन भगवान 😢😭 त्यो त्यो जन्तु लाई ठूलो कार्बाही हो्स ,, त्यस्लाई जुनि जुनि जिउदा पनि नसक्कियोस्  त्यस्को पाप पापी लाई",0
3080,अब चुनाव मा उठनुस रबि सर हाम्रो आग्रह छ हजुर लाई ।,1
3081,भ्रष्टहरु लाई जति कराए पनि भने पनि टेर्ने होइन खै ।,0
3082,धेरै  राम्रो कार्यक्रम 🙏🇳🇵🇳🇵🇳🇵,1
3083,सलाम छ रबी सर लगायत का सबै टीमलाई 🙏🙏🙏❤️❤️❤️,1
3084,म पनि सेटिन गरेर बनाएर आछु काठमाडौमा रहेको साउन्डलाइन्स म्यानपाबरले बनायको नक्कलि qr code 5 हजार खायो तर मैले खोप लाको छैन हाल कतारमा,0
3085,धेरै राम्रो कार्यक्रम छ! म रबि सरको big fan हो ! त्यसैले म यो कार्यक्रम नछुटाई हेर्ने गर्छु! अरु भन्दा हामी सबैलाई रबि सरको ओपनिङ कै ५ मिनेट काफी हुन्छ! अरु त सबै कार्यक्रम एकदमै राम्रो हुन्छ!,1
3086,अमिन्ता रावत लाई सरकारले नागरिक ता दिन जरुरी छ ।,1
3087,मन मुटु ह्रदय बाट नै सलुट छ रबि सर्🌷🌷सुपर नेपालको हिरो प्रेन्चिस किङ्ग रबि सर,1
3088,जय नेपाल्🇳🇵🇳🇵🌷🌷🇳🇵🇳🇵,1
3089,जब सम्म संसद हरू मन्त्री प्रधानमन्त्री हुन पाउने व्यवस्था अन्त्ये हुँदैन यस्तै हुन्छ नेपाल मा ।। अब को बिकल्प RIGHT TO REJECT अनी RIGHT TO RECALL र जनता बाट प्रतक्ष्य निर्वाचित कार्यकारी प्रणाली बाहेक अर्को कुनै विकल्प छैन ।। जय नेपाल 🇳🇵🇳🇵🇳🇵,0
3090,"ईन्डियाबाट आएका इन्डियनले नेपाल आएको 5 वर्षमा  नागरिकता पाउने तर नेपालमा जन्मी-हुर्की गरेकी नेपालीले चाहीं आमा +बाबुको नागरिकता देखाउंदा प्रणाम चाहिने, के हो नेपालको कानुन म प्रश्नगर्छु  ?",0
3092,जन्मसिद्ध नागरिकका सन्तानहरूको पनि यस्तै समस्या छ  रवि सर,0
3093,अत्यन्त दुःख लाग्यो,0
3094,सि डि यो सहेको खल्ति भरेको भये नागरिकता मिल्ने थियो ।।,0
3095,सलाम छ रवि सरलाई।रातरात भारतियलाई नागरिकता चाहिँ बाँड्ने तर यी नेपाली चेलीलाई किन नागरिकता नदिने? आवज उठौ गाईज,0
3096,राम्रो सुझाव हो प्रचन्ड लाई।।।अब नि नसुधरिए सक्किए राता मान्छे हरु।।।।मौका दिएको छ इतिहास मा नाम लेख्न लाई अब सपूत भनेर लेखाउने कि कपुत भनेर लेखाउने जिम्मा उसैको 🙏🇳🇵🙏,0
3097,आजा हल्का छिटो हेर्न आइयो रवि सर आजा नयाँ सुट्भुट्मा धेरै सुहाएको छ हजुर लाइ🙏🙏🙏🙏🙏🙏🙏🙏🙏,1
3098,नागरिताको सम्स्या मैले पनि भोगेकोछु।यो बैनिको समस्यादेखेर आफ्ना ती दिन हरु याद आय।धिकारछ त्यो बाउ भनौदो लाई ।,0
3099,यि नानीले नागरीक्ता पाउँनैपर्छ। छिटो भन्दा छिटो मिलोस। स्थानिय देखि केन्द्र सम्मका सरकारहरु हो नागरीक्ताको लागि किन दुख दिईरहेको चाँडो देउ।,1
3100,भारती लाई दिन मिल्ने नेपाली लाई किन नमिल्ने सिदियो साब ? किन पैसा नपायर कि दरले हो  यस्को जानकारी पाउनु पर्यो रबि सर,0
3101,अबिन्ता राउत बहिनी ले  छिटो भन्दा छिटो न्याय पाओस् ।समस्या आउँछ तर समाधान नै नहुने गरि  कहिले आउँदैन।,0
3102,मैले मेरो छोराको नागरिकता बनाउनपनि यी नानुलेभन्दा बढी दर्दनाक अबस्था भोगेको छु। यो त प्रतिनिधि घटना मात्र हो।,0
3103,प्रत्यक्ष भोटबाट प्रधानमन्त्री चुन्ने ब्यबस्था नआउँदा सम्म नेपालमा जुन पार्टीको नेता प्रधानमन्त्री भए पनि केहि हुने वाला छैन !,0
3104,नाता प्रमाणीत गरिपाँउ भनी मुद्दा लगाउन मिल्छ होला नि र प्रमाणको निम्ति DNA Test गर्दा दुधको दूध पानीको पानी छुट्टिन्छ।,1
3105,सरकार अविन्ता राउतहरूलाई नागरिकता दे।,1
3106,नमस्कार रबि सर धेरै धन्यवाद छ हजुर लाई जनताको मन सधैंभरि जित्नु हस्,1
3107,रबि दाइको एउटा शोच अनि खोज निकै नै उत्कृष्ट लाग्छ मलाइ नेपालि जन्ता को सान अनि ढुक्ढुकि न्यानो न्यानो दस औला जोल्डेर 🙏सबैमा💕🙏🇳🇵🇳🇵🇳🇵,1
3108,हैट अबिन्ताको कथा सुनेर आँसु नै आयो कस्तो पापी बाउ रहेछ यस्तो अपराधी पनि हुदो रहेछ यो धर्तिमा यस्ता अपराधी त यश धर्तिको बोझ नै हो।,0
3109,कस्तो घृणित मान्छे रहेछ अभिन्ता बहिनि को बाउ भनौंदो आफ्नै रगत लाई चिन्दिन भन्ने यसलाई छोरिको आँसुले पोल्ने छ् सरकार यो बहिनि लाई नागरिक्ता दिलाएर त्यसलाई कार्बाही गर,0
3110,देश तथा विदेश बाट सिधा कुरा नछुटाई हेर्नुहुने सम्पुर्ण दर्शक महानुभाव हरु आउनुहोस हामी सग जोडीनुहोस धन्यवाद अहिले कतार🇶🇦 देखि हेर्दैछु,1
3111,सुरु को5मिनेट चाहिँ कडा हो।के,1
3113,यो नागरिता भन्ने चिज सहजै पाउने वातावरण वनाउन पर्यो सरकार आफ्नो अधिकार लिनलाई आखावाट आसु बगाउन नपर्योस सरकार,1
3114,बाबा आमा बिनाको जीवन जिउनुको पीडा कति  पीडा हुन्छ भन्ने कुरा मैले पनि भोगेको छु बहिनीको कुराले साह्रै मन दुख्यो ,0
3115,माहाकसम आँसु नै थामिएन पीडा के हो बल्ल थाहा हुँदै छ,0
3116,सुरुवातमा नै कडा  आयाे  रवि  दाई,1
3117,बिदेश बाट आउने युबाको १ बोतल रौसी र ५०ग्राम सुनमा अबरोध नगर ।।।,0
3118,"रहर त मेरोपनि ""नभाको""कहां होर",0
3119,नेताहरु पाल्नु परेकाे छ गाह्रो छ रबि दाई,0
3120,किन यति दुख दिएको होला जब बाबू ले मेरो छोरी होइन भन्छ भने संविधानले आमाको नाम मा नागरित्ता दिन किन नमिल्ने होला,0
3122,बिचारा अभिन्ता राउत लाई नागरिक्ता मिलोस सरकार।🙏,1
3123,आमाको नाममा नागरिकता दिने कि नदिने ?बलात्कार बापत जन्मिएको छोराछोरीले पनि बलात्कारिलाई बाउ स्वीकार नगरि केही हुदैन नेपालमा,0
3124,"आमाको नागरिकता भए त्यसैलाई आधार बनाएर नभए आमाको सनाखत मा ,आमाको नाम उल्लेख गरेर ,बाबुको नाम उल्लेख नगरी भए पनि नेपालमा जन्मेको नेपाली नागरिकले नागरिकता पाउन पर्यो र दिन सहज हुने तरिका अपनाएर दिनु पर्यो।",1
3125,हैन तपाईंको तर्क के छ आज भोलि mcc को पहिले सिधा कुरा जनता संग हुदा धेरै कराउँदै हुन्नथ्यो आज भोलि कतै एक शब्द आउदैन किन ? रबि सर तपाईंको कामलाई सलाम छ ! तर mcc को कुरा उठाउनु  होला,0
3126,बाहुनै किन चाहियो आमा नेपाली भए पछी आमाको नेपाली नागरिकता पनि छ भने किन उहाँको सन्तानले नागरिकता पाउदैन ???,0
3129,जय होस hold टिम लाई❤️❤️🙏🙏🇳🇵🇳🇵,1
3130,"रबि दाइ नमस्कार 🙏🙏 हजुर को बारेमा ,,यो अभियन्ता,, समाजसेवी ,,भनिने,,हेम थापा ले हजुर को ,, कार्य शैलि प्रति ,, धेरै नकरात्मक टिप्पणी गरेका छन्,, यस्को बास्तबिकता के हो,,, रबि म सँग टेबल टक , वहस गर्न डराएको छन् भन्छ,,,यो बिषयमा,, केही, बोल्नुस्,🙏🙏🙏🙏♥️",0
3131,आमा छ भने नागरिकता दीनु पर्छ यो सरकार को गल्ती छ,0
3132,आफ्नो छोरीलाई नागरिकता नदिने नेता के देश बनाउनला यस्ता राछेस लाई जिउदैँ जलाइउनू प्रछ,0
3134,जनताको पिर मर्का बुज्ने समाधान गर्ने कारिक्रमलाई सलाम धन्यवाद ! ।🙏🙏🙏👍️👍️♥️♥️,1
3137,अति नै मन छुने जिवन को यथार्त चित्रण। ,0
3138,"आमाको नामबाट पनि नागरिकता दिन मिल्छ भन्छन त , कस्तो कानुन हो नेपालको !",0
3140,आफ्नै देशको नागरिकले नगरिकता न पाउदा सार्है दुख लागेको छ । सबैको ध्यानाकर्षण भै तु नागरिकता उपलब्ध गराई दिन सहयोग गरौ।👍️👍️👍️🙏🙏,0
3142,नेता भने पछि कट्टु मुत्ने थुक्क नेपालको सिस्टम 😡😡😡 कहाँ छ त्यो मुजी पापी कथालो समाएर घिसार्दै कानुनी कटघारा मा उभ्याउनु पर्छ 😡😡😡,0
3143,म येक रास्ट्रसेवक नाताले रबि दाइ माथी उच्च सम्मान तर रबि सर नेपाल पुलिसको बर्दी लगाको दस बर्ष भैसको पोइसा बचत हुन्न परिवार धान्न गारो हुन्छ यो बिसय उठाउनु होस्न जयेनेपाल,0
3144,अबिन्ता लाई नागरिता दिनु सरकारको दायित्व हो।आज सम्म सरकारले यो कुरा थाहा पायको थियन भने यहि समाचार लाई आधार मानेर तुरुन्त नागरिकता दिइयोस।।।,1
3145,दमदार प्रस्तुति रबि सर नमन छ्🙏🙏🙏🙏❤️❤️❤️❤️❤️🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,1
3146,दाजी हेम थापा भन्ने मानिसले तथानाम भन्दै हिड्दै छ त ? कुरा के हो ।,0
3147,वा नेपाल सरकार भारतिय नागरिक लाई भए त दिन्थो होला त आफ्नै नेपाली नागरिक लाई नागरिक्ता दिन के हेरेर बसेको छ,0
3148,अबिन्ता राउत विषयक कार्यक्रम ले म पनि रोय उहाँ जस्तै धेरै नागरिक ले देसमा न्याय पाउनुपर्छ ।,0
3149,रभी सर एक पटक हजुरको मित्र-दाजु हेम थापाले तपाईलाई लगाएको आरोप के हो पुस्टि पार्नुहोला प्लीज।।,0
3150,जय सिधा कुरा जय नेपाल जय ग्यालेक्सी फोर के,1
3151,रबि सर यो काम हजुरले मात्र गर्न सक्नु हुन्छ,1
3152,अविन्नता ले परिचयपत्र पाउन पर्छ,1
3154,निकै नराम्रो लाग्यो नागरिता अहिले सम्म नपाउँदा।,0
3155,"दुनिया ईन्डियनहरुलाई चेइ केइ नबोली नागरिकता दिदा मिल्छ , अनि एउटि नेपाली चेलीलाई चेइ नागरिकता दिनु किन मरेको हाम्रो खाते सरकार??????😡😡😡😡",0
3156,आमाको नाम मा पाउने भन्छ नागरिकता दिदैन लाग्छ यो देशमा पावर वालाको मात्र जे नि हुन्छ नागरिकता पाउनु पर्छ सम्बन्धित निकायको ध्यानाकर्षण होस,1
3158,👈धेरै नै राम्रो छ प्रस्तुती रवि लामिछाने सर 👌,1
3159,दुख लाग्यो।,0
3160,सत्य र उपयोगी योग्री कार्यक्रम 😍😍 सिधा कुरा,1
3161,सरकार पिडित लाई न्याय दे🙏🙏,1
3162,न्याय पाउन नेपालि जनता यसरि कहिलेसम्म मिडियामा धाउने? हामीले न्याय पाउन अब कुन व्यवस्था र राजनिती नेपालमा आउनुपर्ने हो??,0
3164,रवि दाईको नाकको दारी भाच्ने डाइलोक क_?कसलाई मन पर्छ...?,1
3165,जय नेपाल रवि दाई🇳🇵🇳🇵🇳🇵,1
3166,अगाडिको प्रस्तुति राम्रो लग्यो ।,1
3167,आमाको नाम बाट नागरिकत्ता पाउनै पर्छ,1
3168,"आमाको नामबाट नागरिकता प्राप्त हुन्छ, भन्ने कानुन खै त?",0
3169,जन्मदर्ता तेह्रथुम भए वैनीले नि फेक डकुमेन्ट वनायेछन,0
3171,अलि पहिला रियल केहो त्याो बुझन जरुरी छ की .........,0
3172,कार्यक्रम  सुरु गर्नु पहिले को धुन ले नि मन नेपाली  को छुन्छ। रबि सर सदैब सिधा जन्ता को ढुकढुकी हो,1
3173,सम्पत्ति दिनु पर्छ भनेर भग्यो  !,0
3174,प्रचण्ड नसुध्र ने हो भनेअब  उत्तानो पर्छ,0
3175,किनभने जन्ताले चिने अब ।,1
3176,मेरो देश मेरो देशको कानुन अनि नेताहरु खै के भनु के । सम्झिदानी दुख लाग्छ,0
3177,रुन हुदैन है लडनु पर्छ एकदिन न्याय पायिनछ र अर्को कुरा राजनीति गरेकोछु भन्दैमा धाक धम्कि देखाउनेलाई म को मा आए हुनछ बाकी हेरौला.....,0
3178,अभियन्ता राउतका पितालाई कडा भन्दा कडा सजाय दिएर अभियन्ता राउतलाई यथाशीघ्र नागरिकताको प्रमाणपत्र दिनु पर्यो सरकार ।,0
3179,हिजो भन्दा आज कडा दम्दार छ है🇳🇵🙏🙏💛,1
3180,"तुरुन्त डि एन ए चेक गराएर पिडीत नानीलाई यथाशिघ्र नागरिकता दिलाउनु पर्दछ, यसमा रवि सरले पहल गरिदिनु हुन्छ भन्ने आशा लिएकाछौ।",1
3181,यो तन्त्र नै लुटतन्त्र भयो। यस्लाइ समाधानको लागि तन्त्रको खोजी गर्न पर्छ। सम्झायर सम्झने जस्तो तन्त्र देखियना।,0
3182,ए सरकार अविन्ता राउत बैनी लाई नागरिकता दे भारतीय नागरिकलाई कौडिको भाउमा नागरिकता  बिक्री गर्न बाट रोक अविन्ता जस्ता हजारौं नेपाली नारिलाई नागरिकता दिन सहज बनाईदेउ,1
3183,नेपाल मा सबै बाबा 100% राम्रो भन्नु सकिदैन 5%नराम्रो पनि हुन सक्छन्।जय होस बाबा।🇳🇵🇳🇵🙏❤️,1
3184,हैट सारै मनदुखीबनायो योकथालेत ऑसुझरेको थाईपाएनछु 😢😢😢😢,0
3185,नमस्कार रबि सर हरजुर लगायत  सम्पूर्ण  टिमलाई धेरै  धेरै  धन्यवाद छ । हामी सबै को सादा रबि सर हुनुहुन्छ 🙏🙏🙏🌺🌺🌺🌺,1
3187,सिधा कुरा पत्रकारिता मात्र होइन एउटा निष्पक्ष न्यायपालिकाको अब्बल चिनारि पनि हो।,1
3188,भएको नागरिता सबै ईण्डियन लाई दि सक्यो तर नेपालमै जन्मिएका नेपालिलाई नागरिकता पाउन यति गार्हो छ।आखिर किन????😏,0
3189,अभियन्ताको बुवालाई स्थानिय प्रशासन र प्रहरीले छोरीलाई न्याय दिने ब्यवस्था मिलाउनु पर्छ पर्छ पर्छ????,1
3190,आयो हजुरको दम्दार पर्स्तुती ❣️❣️🙏🙏🇳🇵,1
